PlayerGagged,,,Lovely gag.  Do you need help with it?  Nod if you do.,,,
RescueIntroductionClass,,,Can you go check on the Introduction Class?  Sometimes new members get out of control.,,,
RescueShibariDojo,,,I've heard rumors of trouble going on at the Shibari Dojo.  Can you make sure everyone is fine?,,,
RescueShop,,,I think that something went wrong at the store.  Can you go there to help the vendor?,,,
RescueGambling,,,I think that something went wrong at the Gambling Hall.  Can you go there to help the players?,,,
RescuePrison,,,Guard the prison cell so that nothing happens there.,,,
MaidDrinksVictory,,,(You come back to DialogCharacterName with an empty drink platter.)  Well done!,,,
MaidDrinksDefeat,,,(You come back to DialogCharacterName with spilled drinks all over your uniform.),,,
MaidDrinkOnlineIncomplete,,,Hurry to the chat rooms girl!  The club members are thirsty.  (You need to serve drinks to 5 unique online players.),,,
MaidDrinkOnlineComplete,,,(She checks your empty tray.)  Well done!  Our members were satisfied?,,,
MaidCleaningVictory,,,(DialogCharacterName gets you back to the maid quarters and smiles.)  You've did it!,,,
MaidCleaningDefeat,,,(DialogCharacterName gets you back to the maid quarters and frowns.)  You failed to clean up in time.,,,
MaidInitiationTransition,,,(DialogCharacterName hugs you and gropes your red butt.)  You're now a full maid my sister.,,,
CantReleasePlayer,,,I'm sorry Miss.  I cannot help you.,,,
ItemMouth,,,"(She first shakes her head to avoid the gag, but finally surrenders as you silence her.)",,,
RemoveItemMouth,,,"(You remove her gag while she stretches her mouth.)  Thanks Miss, it's hard to dispatch maids with that gag.",,,
ItemEars,,,(She grumbles while you push some earplugs in.) I can't hear you properly now.,,,
RemoveItemEars,,,(You pull the earplugs out.) That's better I can hear you clearly now.,,,
ItemArms,,,(She sighs and turns around while you restrain her arms.)  It might be a little hard to work like that Miss.,,,
RemoveItemArms,,,(You free her arms and she nods happily.)  Thanks a lot Miss.,,,
ItemHands,,,(She submits to you while restrain you hands.)  You are a kinky one.,,,
RemoveItemHands,,,(You release her hands and she nods a little.)  Thank you Miss.,,,
ItemLegs,,,(She submits to you while you restrain her legs securely.)  I don't need to move anyway.,,,
RemoveItemLegs,,,(You release her legs from the restraint.)  Let me know if I can help you Miss.,,,
ItemFeet,,,(She looks puzzled as you restrain her feet.)  I'll stay on guard here Miss.,,,
RemoveItemFeet,,,"(You release her feet and she wiggles them.)  Thanks Miss, it was troublesome.",,,
ItemNeck,,,(You strap the collar on her while she blushes.)  You're quite a Dominant Miss.,,,
RemoveItemNeck,,,(You remove the collar around her neck.)  Thanks Miss.,,,
ItemPelvis,,,(You snap the belt around her waist and crotch while she sighs.)  No more fun for the crew.,,,
RemoveItemPelvis,,,"(You unlock the belt from her waist, and she smiles.)  Thanks a lot Miss DialogPlayerName.",,,
ItemHead,,,(You strap the device on her head as she nods slowly.)  This will not make my job easier Miss.,,,
RemoveItemHead,,,"(You remove the device and she nods rapidly.)  Thanks a million, this is much better.",,,
ItemBreastLeatherWhip,,,(She jumps from the searing pain on her breast.)  Ouch!  Miss Head Maid!,,,
ItemBreastLeatherCrop,,,(You whip her breast with the leather crop as she whimpers and bows her head.),,,
ItemPelvisLeatherWhip,,,(You whip her butt hard as she sighs.)  I promise I'll work harder Miss Head Maid.,,,
ItemPelvisLeatherCrop,,,(She grumbles as you strike her butt with the crop.)  A maid work isn't easy.,,,
ClubSlave,,,Are you lost slave girl?  You should hurry back to the hall and please our customers.,,,
ClubSlave,,Can I work as a maid?,Finish your club slave contract first.  Then we can talk about work.,,,
ClubSlave,,(Leave her.),,DialogLeave(),,
0,,,Greetings head maid DialogPlayerName.  How can I help you?  (She does curtsies for you.),,IsHeadMaid,
0,,,How pleasant to see you Mistress DialogPlayerName.  (She does curtsies for you.),,"DialogLogQuery(""ClubMistress"", ""Management"")",
0,,,(She giggles.) Welcome to the Maid Quarters naked girl.  How can I help you?,,Player.IsNaked(),
0,,,Welcome to the Maid Quarters.  How can I help you?,,"DialogReputationLess(""Maid"", 49)",
0,,,You've done a lot for the maid sorority.  You should apply to become a full sister.,,CanBecomeMaid,
0,,,It's great to see you sister!  How can I help you?,,IsMaid,
0,,(Nod yes.),(She removes your gag and smiles.)  Much better sweetie.  How can I help you?,MaidUngagPlayer(),CanUngag(),
0,,(Nod yes.),(She checks your locks and frowns.)  I cannot help you girl.  Go find your owner.,,CannotUngag(),
0,,"Hello, I'm DialogPlayerName.  Pleased to meet you.","Pleased to meet you too.  I'm DialogCharacterName, I'm responsible to find work for maids.",DialogRemove(),"DialogReputationLess(""Maid"", 9)",
0,,What's going on in here?,Maids come here to get job assignments.  They can earn some money by working for the club.,,,
0,,What kind of chores do maid do in the club?,"Cleaning, serving drinks, testing new devices, rescuing helpless people and more.",,,
0,10,Can I become a maid?,"You could, if you're not afraid of work and you don't mind the uniform.",,"DialogReputationLess(""Maid"", 0)",
0,100,Do you have work for me?,"Absolutely, these are the chores available for you.  (She shows you a list of maid tasks to complete.)",,"DialogReputationGreater(""Maid"", 1)",
0,40,I'd like to become a full maid in the sorority.,That's awesome!  We would be glad to have you.  You really have the maid calling?,,CanBecomeMaid,
0,,I'd like to become a full maid in the sorority.,You need to prove yourself first.  Do more work for the sorority and we'll accept you.,,CannotBecomeMaidYet,
0,90,Who are the leaders in the sorority?,"The leaders are the head maids, they are dominant and experienced maids like you Miss.",,CanBecomeHeadMaid,
0,90,Who are the leaders in the sorority?,"The leaders are the head maids, they are dominant and experienced maids.  Maybe someday you could be head maid if you work hard enough.",,CannotBecomeHeadMaidYet,
0,,Tell me about the club.,The Bondage Club has a long history.  It was a secret club back then when BDSM was taboo and forbidden.,DialogRemove(),,
0,5,"As head maid, I have a task for you.",Of course Miss.  What can I do for you?,"DialogRemoveGroup(""SarahQuest"")",CanFreeSarah(),SarahQuest
0,,Can I have a duster gag?,"You have lots of cleaning to do sister?  (She giggles.)  Of course, you can have one.  (She gives you a duster gag.)",GetDusterGag(),CanGetDusterGag(),
0,,I can't stay to chat.  (Leave her.),,DialogLeave(),,
5,6,There's a blond girl stuck in a reserved bedroom.,Is that true?  I can send a maid to rescue her.  Who reserved the room?,,,
5,0,Forget it.,Very well.  Is there anything else I can do head maid DialogPlayerName?,,,
6,0,It's reserved by Mistress Sophie.,(Her eyes widen.)  The sorority cannot interfere then.  Please check with the club management.,,,
6,0,I've reserved it.  Send a maid now.,Yes Miss!  (She sends a maid to unlock Sarah.)  It shouldn't take long.  Is there anything else I can do?,FreeSarah(),,
6,0,"Forget it, I'll do it myself.",Very well.  Is there anything else I can do head maid DialogPlayerName?,,,
10,20,I love the uniform!,"Wonderful.  I'm sure we'll find your size.  After lots of work for us, you can earn a permanent uniform that you can keep.",,,
10,20,I'll need to dress like you?,"Only when you're doing a chore.  After lots of work for us, you can earn a permanent uniform that you can keep.",,,
10,20,I'm not afraid of work.,"That's the spirit!  And after lots of work for us, you can earn a permanent uniform that you can keep.",,,
10,0,"Not now, maybe another time.","It's fine, how can I help you then?",,,
20,30,"Very good, and you will give me work?","Yes, I have a list of chores that needs to be done.  Simply pick one that you can do.",,,
20,30,How do I get work?,I have a list of chores that needs to be done.  Simply pick one that you can do.,,,
30,100,Sign me in!  Can I see the list?,"Welcome to the maid sorority, these are the chores available for you.  (She shows you a list of tasks.)","DialogChangeReputation(""Maid"", 1)",,
30,100,I'm ready for my first chore!,"Welcome to the maid sorority, these are the chores available for you.  (She shows you a list of tasks.)","DialogChangeReputation(""Maid"", 1)",,
40,50,"Yes, I was born to serve.",Perfect!  Your initiation can begin.  (She rings a bell and other maids comes in.),DominantRepChange(-2),,
40,50,"Yes, I love your sorority.",Excellent!  Your initiation can begin.  (She rings a bell and other maids comes in.),,,
40,0,"I'm not sure, let me think about it.","No problem, you don't have to join now.",,,
50,51,What?  Nobody told me about an initiation!,"It won't hurt... too much.  First, you need to get naked.  Strip for us.",,,
50,51,Very well Miss.  (Bow your head.),"First, you need to get naked.  Strip for us.",DominantRepChange(-2),,
51,52,"Alright, but don't try anything funky.  (Strip naked.)",Don't worry.  (She turns to the other maids.)  Sisters!  Today we introduce a new member in our sorority.,DialogNaked(Player),Player.CanInteract(),
51,52,You girls are so kinky.  (Strip naked.),(She smiles and turns to the other maids.)  Sisters!  Today we introduce a new member in our sorority.,DialogNaked(Player),Player.CanInteract(),
51,52,Sweet!  Who will fuck me first?  (Strip naked.),(She giggles and turns to the other maids.)  Sisters!  Today we introduce a new member in our sorority.,DialogNaked(Player),Player.CanInteract(),
51,,No way!  Can't I stay clothed?,"Strip girl, we've all did it before.  ",DialogRemove(),,
51,,I'll need some help to undress.,"Of course, sweetie.  (She releases you and gives you a thumbs up.)  Now get naked.",DialogRelease(Player),!Player.CanInteract(),
52,53,We will rule the club together my sisters.,"You're quite ambitious, I like it.  Let the initiation begin!  We can restrain her.",DominantRepChange(2),,
52,53,I'm really happy to join you all.,We are happy to have you.  Let the initiation begin!  We can restrain her.,,,
52,53,Let's do our best to serve the club.,That's the spirit.  Let the initiation begin!  We can restrain her.,DominantRepChange(-1),,
53,,Restrain me?  I'm already naked.  Isn't that enough?,"You're in the Bondage Club sweetie, it's a regular initiation.",DialogRemove(),,
53,54,Very well.  (Allow them to restrain you.),(She grabs your arms and restrain them behind your back.),"DialogWearRandomItem(""ItemArms"")",,
54,55,You sure know how to do an initiation.,It's only the beginning.  (She quickly restrains your feet.),"DialogWearRandomItem(""ItemFeet"")",,
54,55,(Struggle playfully.),(They all giggle looking at you while DialogCharacterName restrains your feet.),"DialogWearRandomItem(""ItemFeet"")",,
55,56,I can still move my legs!,Not for long.  (She restrains your legs and smiles.),"DialogWearRandomItem(""ItemLegs"")",,
55,56,What's next?,I'm sure you can guess.  (She restrains your legs and smiles.),"DialogWearRandomItem(""ItemLegs"")",,
56,57,I'm all bundled up now.,Almost!  Open wide little sister.,,,
56,57,"This is so kinky, I love it.",Great!  Now open wide little sister.,DominantRepChange(-1),,
56,57,I can't wait to initiate other maids.,It's your turn now.  Open wide little sister.,DominantRepChange(2),,
57,58,Hey!  I can't talk during my own initiation?,(She quickly silences you with a gag and everyone cheers.),"DialogWearRandomItem(""ItemMouth"")",,
57,58,(Stay silent and open your mouth.),(She silences you with a gag and everyone cheers.),"DialogWearRandomItem(""ItemMouth"")",,
58,59,(Blush and look down.),My sisters!  It's time to show your strength!  Bring the paddle!,DominantRepChange(-2),,
58,59,(Look at them and wait.),My sisters!  It's time to show your strength!  Bring the paddle!,,,
59,60,(Scream in your gag.),,"InitiationTransition(""MaidInitiation"")",,
59,60,(Struggle in your restraints.),,"InitiationTransition(""MaidInitiation"")",,
59,60,(Try to look tough.),,"InitiationTransition(""MaidInitiation"")",,
60,70,(Nod happily.),(She releases you and smiles.)  You will now get your own uniform to keep.,DialogRelease(Player),,
60,70,(Struggle to get out.),(She releases you and smiles.)  You will now get your own uniform to keep.,DialogRelease(Player),,
70,80,I will wear it with pride.,(You dress up in your own maid uniform while the maids clap their hands.),BecomMaid(),,
70,80,Thank you so much.,(You dress up in your own maid uniform while the maids clap their hands.),BecomMaid(),,
80,0,I love you my sisters.,(The other maids cheers and go back to work.)  This is great!  Do you want some chores now or simply chat?,,,
80,0,I will start to climb up in the sorority ladder right now!,(The other maids cheers and go back to work.)  This is great!  Do you want some chores now or simply chat?,"DialogChangeReputation(""Dominant"", 4)",,
80,0,I hope we will protect each other.,(The other maids cheers and go back to work.)  This is great!  Do you want some chores now or simply chat?,"DialogChangeReputation(""Dominant"", -4)",,
90,91,I'm ready to become head maid.,You would be a wonderful head maid Miss.,,CanBecomeHeadMaid,
90,90,Can I become head maid?,You'll need to have a perfect reputation in the sorority and be recognized as a dominant in the club first.,,!CanBecomeHeadMaid,
90,90,Tell me of the head maids responsibilities.,The head maids have regular meetings with the club head Mistress.  They must make sure that the maids are working properly.,,,
90,90,Tell me of the head maids powers.,They rule over the regular maids and can restrain them whenever they want.,,,
90,0,Let's talk about something else.,Of course.  How can I help you?,,,
91,92,How does it work?,Nothing special Miss.  All you need to do is sign a contract with the club.,,,
91,92,Is there an initiation?,"No Miss, you're already in the sorority.  All you need to do is sign a contract with the club.",,,
92,93,Perfect!  Give me that contract.  (Sign the contract.),(You sign the head maid contract.)  The sorority will grow stronger under your rule Miss.,BecomHeadMaid(),Player.CanInteract(),
92,0,It might be too many responsibilities for me.,It's a lot of work and responsibilities indeed.  Think about it and let me know if you're ready someday.,,,
93,0,I will be a fair ruler.,I'm sure you will Miss.  Is there anything else I can do for you?,"DialogChangeReputation(""Dominant"", 2)",,
93,0,I will rule with an iron first.,Excellent Miss.  Is there anything else I can do for you?,"DialogChangeReputation(""Dominant"", 4)",,
100,,,(She shows you a list of chores.)  What kind of job are you looking for?,,,
100,,Can you please release me so I can take a job?,"Poor thing, of course I can help you.  (She releases you and shows you the chores list again.)  ",MaidReleasePlayer(),CanReleasePlayer(),
100,,Can you please release me so I can take a job?,(She shakes her head no.),,CannotReleasePlayer(),
100,300,I'll take a rescue mission.,Excellent!  We need to make sure our members are safe.,,AllowRescue(),
100,200,I'll go serve drinks.,Nice!  Our guests are always thirsty.,NotFromOwner(),AllowMaidDrinks(),
100,400,I'll take the cleaning chore.,Awesome!  There's a lot of cleaning to do.,,AllowMaidCleaning(),
100,500,I'll play music.,Great! We always want some musician to play nice music.,,AllowMaidPlayMusic(),
100,0,Let's talk some more first.,Sure.  How can I help you?,,,
100,,Give me a few minutes first.  (Leave her.),,DialogLeave(),,
200,210,I'm already dressed up.,Perfect!  Let me restrain you then.,WearMaidUniform(),PlayerInMaidUniform(),
200,210,I'll change first.  (Wear the maid uniform.),(You change into the maid uniform.)  Perfect!  Let me restrain you then.,WearMaidUniform(),!PlayerInMaidUniform(),
205,,Mistress did that?,"Yes, she called us to get you here.  You will work for her.",DialogRemove(),,
205,,What kind of work?,Your owner wants you to serve drinks for herself and her friends.,DialogRemove(),,
205,,Will I get paid?,"No, she will get the profits.  Come back to work by yourself to get paid.",DialogRemove(),,
205,200,(Pout.)  I don't have any choice I guess.,"No, you don't.  And our guests are always thirsty.","DialogChangeReputation(""Dominant"", 2)",,
205,200,It's an honor to work for my owner.,Good girl!  Our guests are always thirsty.,"DialogChangeReputation(""Dominant"", -2)",,
210,,Wait!  Restrain me?  Why?,You're in the Bondage Club sweetie.  Waitresses need to be restrained.,DialogRemove(),,
210,220,Very well Miss.  (Blush and allow her to restrain you.),"Very good, first I will restrain your legs but not your feet.  You need to be able to walk around.","DialogChangeReputation(""Dominant"", -4)",,
210,220,I know the drill.  (Allow her to restrain you.),"Very good, first I will restrain your legs but not your feet.  You need to be able to walk around.","DialogChangeReputation(""Dominant"", -2)",,
220,230,I understand.,"Good.  (She restrains your legs and smiles.)  Next is your arms, you won't need them since your drink platter comes with straps.","DialogWearRandomItem(""ItemLegs"")",,
220,230,It won't be easy to walk.,"Indeed.  (She restrains your legs and smiles.)  Next is your arms, you won't need them since your drink platter comes with straps.","DialogWearRandomItem(""ItemLegs"")",,
230,,I can't serve drinks without my arms.,"Don't worry, our customers will simply pick them from your platter.",DialogRemove(),,
230,240,Very well.,(She restrains your arms behind your back.)  I will now strap the drink platter on you.,"DialogWearRandomItem(""ItemArms"")",,
230,240,This is so kinky.,(She restrains your arms behind your back.)  I will now strap the drink platter on you.,"DialogWearRandomItem(""ItemArms"")",,
240,250,Yes please.,"(She straps a drink platter on you.)  Get used to balance the platter with your body, you don't want to make a mess.","DialogWearItem(""WoodenMaidTray"", ""ItemMisc"")",,
240,250,Make sure it won't tip.,"(She straps a drink platter on you.)  Get used to balance the platter with your body, you don't want to make a mess.","DialogWearItem(""WoodenMaidTray"", ""ItemMisc"")",,
250,,(Practice a little.),(You practice keeping your balance with the drink platter.)  Are you ready now?,,,
250,260,I will be fine.,Of course you will.  Now open wide!,,,
250,260,I'm afraid I won't be able to do it Miss.,You will be fine.  You worry too much.  Now open wide!,"DialogChangeReputation(""Dominant"", -1)",,
260,270,Open wide?  Why?,"(She gags you before you can finish your question.)  Your job is to serve, not to talk.","DialogWearRandomItem(""ItemMouth"")",,
260,270,(Open your mouth.),"(She silences you with a gag.)  Your job is to serve, not to talk.","DialogWearRandomItem(""ItemMouth"")",,
270,,(Mumble in your gag.),You're so cute when you try to talk with that gag.,DialogRemove(),,
270,280,(Frown at her.),Come sweetie!  Our guests are waiting for your drinks.,"DialogChangeReputation(""Dominant"", 1)",,
270,280,(Nod slowly.),Come sweetie!  Our guests are waiting for your drinks.,,,
280,,(Serve drinks slowly but safely.),,"MiniGameStart(""MaidDrinks"", ""Easy"")",!OnlineDrinkFromOwner,
280,,(Serve drinks at a normal pace.),,"MiniGameStart(""MaidDrinks"", ""Normal"")",!OnlineDrinkFromOwner,
280,,(Serve drinks quickly for more tips.),,"MiniGameStart(""MaidDrinks"", ""Hard"")",!OnlineDrinkFromOwner,
280,285,(Serve drinks in online chat rooms.),Hurry to the chat rooms girl!  The club members are thirsty.  (You need to serve drinks to 5 unique online players.),OnlineDrinkStart(),!OnlineDrinkFromOwner,
280,286,(Serve drinks in online chat rooms.),Hurry to the chat rooms girl!  The club members are thirsty.  (You need to serve drinks to 5 unique online players.),OnlineDrinkStart(),OnlineDrinkFromOwner,
281,290,(Nod happily.),Here's your share of the tips.  (She gives you REPLACEMONEY $.),MiniGamePay(),,
282,290,(Bow your head.),"Nice try, but maybe you're not fit for that job.  I can't pay you.","DialogChangeReputation(""Maid"", 1)",,
285,,,Hurry to the chat rooms girl!  The club members are thirsty.  (You need to serve drinks to 5 unique online players.),,!OnlineDrinkCompleted(),
285,,,(She checks your empty tray.)  Well done!  Our members were satisfied?,,OnlineDrinkCompleted(),
285,,(Leave her.),,DialogLeave(),!OnlineDrinkCompleted(),
285,290,(Nod happily.),Excellent!  Here's your salary.  (She gives you REPLACEMONEY $.),OnlineDrinkPay(),OnlineDrinkCompleted(),
286,,,Hurry to the chat rooms girl!  The club members are thirsty.  (You need to serve drinks to 5 unique online players.),,!OnlineDrinkCompleted(),
286,,,(She checks your empty tray.)  Well done!  Our members were satisfied?,,OnlineDrinkCompleted(),
286,,(Leave her.),,DialogLeave(),!OnlineDrinkCompleted(),
286,290,(Nod happily.),Excellent!  Go see your owner and give her this.  (She gives you a sealed envelope with REPLACEMONEY $ for your owner.),OnlineDrinkPay(),OnlineDrinkCompleted(),
290,0,(Struggle in your restraints.),(She releases you and helps you to get dressed.)  All set!  Are you ready for more chores?,RemoveMaidUniform(),Player.IsRestrained(),
290,0,Thanks a lot!,(She nods.)  Are you ready for more chores?,RemoveMaidUniform(),Player.CanTalk(),
300,,How does it work?,You'll have to patrol around the club and release members that are stuck.  I'll give you a specific location to monitor.,DialogRemove(),,
300,,Where should I go?,,StartRescue(),,
310,,,Did you go to the Introduction Class?  Is there anything to report?,,,
310,390,Everything is under control.,Perfect!  Let me pay you for your efforts then.  (She gives you REPLACEMONEY $.),RescuePay(),CurrentRescueCompleted,
310,,I'll change first.  (Wear the maid uniform.),(You change into the maid uniform.)  Wonderful!  Make the sorority proud.,WearMaidUniform(),!PlayerInMaidUniform(),
310,,I'll go check the Introduction Class.  (Leave her.),,DialogLeave(),PlayerInMaidUniform(),
310,395,"I went there, but I couldn't do the rescue mission.","This is disappointing, but I can send someone else.  You understand that you won't get paid.  What happened?",CancelRescue(),AllowCancelRescue(),
320,,,Have you inspected the Shibari Dojo?  Is everything alright?,,,
320,390,Everything is under control.,Perfect!  Let me pay you for your efforts then.  (She gives you REPLACEMONEY $.),RescuePay(),CurrentRescueCompleted,
320,,I'll change first.  (Wear the maid uniform.),(You change into the maid uniform.)  Wonderful!  Make the sorority proud.,WearMaidUniform(),!PlayerInMaidUniform(),
320,,I'll go check the Shibari Dojo.  (Leave her.),,DialogLeave(),PlayerInMaidUniform(),
320,395,"I went there, but I couldn't do the rescue mission.","This is disappointing, but I can send someone else.  You understand that you won't get paid.  What happened?",CancelRescue(),AllowCancelRescue(),
330,,,What's going on at the Bondage Club store?  Did the vendor got in trouble?,,,
330,390,Everything is under control.,Perfect!  Let me pay you for your efforts then.  (She gives you REPLACEMONEY $.),RescuePay(),CurrentRescueCompleted,
330,,I'll change first.  (Wear the maid uniform.),(You change into the maid uniform.)  Wonderful!  Make the sorority proud.,WearMaidUniform(),!PlayerInMaidUniform(),
330,,I'll go check the Bondage Club store.  (Leave her.),,DialogLeave(),PlayerInMaidUniform(),
330,395,"I went there, but I couldn't do the rescue mission.","This is disappointing, but I can send someone else.  You understand that you won't get paid.  What happened?",CancelRescue(),AllowCancelRescue(),
340,,,What's going on at the Gambling Hall?  Did some Player got in trouble?,,,
340,390,Everything is under control.,Perfect!  Let me pay you for your efforts then.  (She gives you REPLACEMONEY $.),RescuePay(),CurrentRescueCompleted,
340,,I'll change first.  (Wear the maid uniform.),(You change into the maid uniform.)  Wonderful!  Make the sorority proud.,WearMaidUniform(),!PlayerInMaidUniform(),
340,,I'll go check the Gambling Hall.  (Leave her.),,DialogLeave(),PlayerInMaidUniform(),
340,395,"I went there, but I couldn't do the rescue mission.","This is disappointing, but I can send someone else.  You understand that you won't get paid.  What happened?",CancelRescue(),AllowCancelRescue(),
350,,,Everything is there in its place?,,,
350,390,Everything is under control.,Perfect!  Let me pay you for your efforts then.  (She gives you REPLACEMONEY $.),RescuePay(),CurrentRescueCompleted,
350,,I'll change first.  (Wear the maid uniform.),(You change into the maid uniform.)  Wonderful!  Make the sorority proud.,WearMaidUniform(),!PlayerInMaidUniform(),
350,,I'll go guard the Prison.  (Leave her.),,DialogLeave(),PlayerInMaidUniform(),
350,395,"I went there, but I couldn't do the rescue mission.","This is disappointing, but I can send someone else.  You understand that you won't get paid.  What happened?",CancelRescue(),AllowCancelRescue(),
390,0,Everyone will be safe as long as I'm in control.,That's very comforting to hear.  Are you ready for more chores?,"DialogChangeReputation(""Dominant"", 4)",,
390,0,I'm happy I could serve the sorority Miss.,You're such a sweet servant.  Are you ready for more chores?,"DialogChangeReputation(""Dominant"", -2)",,
390,0,Don't mention it.,Excellent!  Are you ready for more chores?,,,
395,0,I didn't have the proper tools or techniques.,"You still have a lot to learn, don't you?  I can give you another chore if you're up for it.","DialogChangeReputation(""Dominant"", -1)",,
395,0,"I'm sorry, I don't have any excuses.","It's alright girl, don't worry.  I can give you another chore if you're up for it.","DialogChangeReputation(""Dominant"", -2)",,
395,0,The rescue was already done.,"Very well, it happens from time to time.  I can give you another chore if you're up for it.",,,
400,410,I'm already dressed up.,Perfect!  Let me restrain you then.,WearMaidUniform(),PlayerInMaidUniform(),
400,410,I'll change first.  (Wear the maid uniform.),(You change into the maid uniform.)  Perfect!  Let me restrain you then.,WearMaidUniform(),!PlayerInMaidUniform(),
410,,I can't clean while being restrained.,"Don't worry sweetie, we have the perfect cleaning tools for you.",DialogRemove(),,
410,420,I'll be happy to be restrained by you Miss.,"To start, I will restrain your feet.  You won't need to move far.","DialogChangeReputation(""Dominant"", -4)",,
410,420,I guess I have no choice.  (Allow her to restrain you.),"To start, I will restrain your feet.  You won't need to move far.","DialogChangeReputation(""Dominant"", -2)",,
420,,How can I clean if I can't walk?,You'll learn to hop around.  You won't need to leave the room anyway.,DialogRemove(),,
420,430,"Very well, you can tie my feet.","(She nods and restrains your feet.)  Next is your legs, for the complete effect.","DialogWearRandomItem(""ItemFeet"")",,
430,440,I should have guessed.,"(She giggles and restrains your legs.)  Next is your arms, you won't need either.","DialogWearRandomItem(""ItemLegs"")",,
430,440,"You really enjoy your job, don't you?","(She giggles and restrains your legs.)  Next is your arms, you won't need either.","DialogWearRandomItem(""ItemLegs"")",,
440,,This is ridiculous!  How will I be able to clean?,You will understand soon.  Give me your arms girl.,DialogRemove(),,
440,450,"Fine, you can tie my arms.",(She restrains your arms behind your back.)  How does it feel to be restrained for work?,"DialogWearRandomItem(""ItemArms"")",,
440,450,This is crazy.  (Give your arms.),(She restrains your arms behind your back.)  How does it feel to be restrained for work?,"DialogWearRandomItem(""ItemArms"")",,
450,460,I try to focus on the money.,"Go check the store after your shift.  Next is the gag, your cleaning tool, open wide!",,,
450,460,I would rather restrain you.,"Maybe it will happen soon.  (She smiles.)  Next is the gag, your cleaning tool, open wide!","DialogChangeReputation(""Dominant"", 2)",,
450,460,It's a dream job for me.,"This club is perfect for you.  (She smiles.)  Next is the gag, your cleaning tool, open wide!","DialogChangeReputation(""Dominant"", -2)",,
460,,Can we skip the gag?,"Absolutely not, this is your cleaning tool after all.",DialogRemove(),,
460,470,"Very well, you can gag me.",(She gets a gag with a duster attached in front of it and straps it around your head.)  Ready to go?,"DialogWearItem(""DusterGag"", ""ItemMouth"")",,
460,470,(Open your mouth.),(She gets a gag with a duster attached in front of it and straps it around your head.)  Ready to go?,"DialogWearItem(""DusterGag"", ""ItemMouth"")",,
470,,(Wave the duster gag with your head.),(She looks at you and laughs.)  You're learning the job pretty fast.  Are you ready now?,DialogRemove(),,
470,480,(Frown at her.),Come sweetie!  I'll drag you to your workspace.  You need to clean the room before I come to get your back.,"DialogChangeReputation(""Dominant"", 1)",,
470,480,(Nod slowly.),Come sweetie!  I'll drag you to your workspace.  You need to clean your area before I come to get your back.,,,
480,,(Pick an easy place to clean.),,"MiniGameStart(""MaidCleaning"", ""Easy"")",,
480,,(Let her choose your work area.),,"MiniGameStart(""MaidCleaning"", ""Normal"")",,
480,,(Pick the dirtiest place to impress her.),,"MiniGameStart(""MaidCleaning"", ""Hard"")",,
481,490,(Nod happily.),Here's your pay for your hard work.  (She gives you REPLACEMONEY $.),MiniGamePay(),,
482,490,(Bow your head.),I hope you understand why I can't reward you.  You can try again though.,"DialogChangeReputation(""Maid"", 1)",,
490,0,(Struggle in your restraints.),(She releases you and helps you to get dressed.)  All set!  Are you ready for more chores?,RemoveMaidUniform(),,
500,501,Let me change first.,Sure. Do you want me to explain the work?,WearMaidUniform(),,
500,501,I prefer in my own dress as it feels comfortable.,Sure. Do you want me to explain the work?,,,
501,509,"No thank you, I'm familiar with it already.",Perfect! Now go ahead and select the song you are good at.,,,
501,502,Yes please.,"You should hit "" S D K L "" on your keyboard when the musical notes drop from the top to the bottom. Press and hold the key if it is a long note.",,,
502,503,(Nod.),"Each hit is judged with ""PERFECT"", ""GREAT"", or ""MISS""; if you release your key early in case of a long note, you get an ""END MISS"".",,,
503,504,(Nod.),"You break your combo if you get a ""MISS"" or ""END MISS"", and audience will eventually become unhappy.",,,
504,505,(Nod.),"Audience will tie you up when they couldn't enjoy the music, because that's part of the entertainment for them.",,,
505,506,(Nod.),"If you finished the play, you will be awarded based on your performance.",,,
506,507,(Nod.),"That's basically everything, and you will find out more during the play.",,,
507,509,Thank you for the instruction.,Perfect! Now go ahead and select the song you are good at.,,,
509,510,Select song.,(List of songs),,,
510,,見えない何かに怯える夜 (LV 2),,"MiniGameStart(""RhythmGame"", ""mienaiinaniganiobieruyoru ez"")",,
510,,見えない何かに怯える夜 (LV 5),,"MiniGameStart(""RhythmGame"", ""mienaiinaniganiobieruyoru nm"")",,
510,,見えない何かに怯える夜 (LV 7),,"MiniGameStart(""RhythmGame"", ""mienaiinaniganiobieruyoru hd"")",,
510,,(Want more Songs),"We are adding more contents to this minigame. If you have royalty free songs or wish to create charts, you are welcomed to contact the dev for more information.",,,
590,592,(Nod happily.),Here's your pay for your hard work.  (She gives you REPLACEMONEY $.),MiniGamePayAdvanced(),,
591,592,(Bow your head.),I hope you understand why I can't reward you.  You can try again though.,"DialogChangeReputation(""Maid"", 1)",,
592,0,(Struggle in your restraints.),(She releases you.)  All set!  Are you ready for more chores?,RemoveMaidUniform(),,
